Problema;Algoritmo;bhv;hv;gd;igd;igdp;bspread;spread
DTLZ3;NSGAII;0.4641613500;0.0000000000;1.8413890008;0.0788535372;4.9846690252;0.0000000000;1.1231786385
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1714710057;0.0344307523;2.1739377038;0.0000000000;0.8755835104
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.8830040177;0.0954162516;6.0105578802;0.0000000000;1.2044776203
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.2670658652;0.0355004932;2.2365444403;0.0000000000;1.0600370516
DTLZ3;NSGAII;0.4641613500;0.0000000000;10.2850521661;0.1187788181;7.5097233519;0.0000000000;1.3789148012
DTLZ3;MyNSGAII;0.4641613500;0.2834140904;0.0049045912;0.0024421196;0.0916842703;0.0000000000;0.9420285991
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.2632917008;0.0326433299;2.0584885110;0.0000000000;1.0912989428
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0729154254;0.0171865123;1.0841933959;0.0000000000;0.8022226228
DTLZ3;NSGAII;0.4641613500;0.0000000000;5.3472141756;0.1558292150;9.8470801014;0.0000000000;1.2059575745
DTLZ3;MyNSGAII;0.4641613500;0.1984968358;0.0087798047;0.0045620830;0.1263839777;0.0000000000;0.9550943560
DTLZ3;NSGAII;0.4641613500;0.0000000000;1.5400055389;0.0933726995;5.8829103345;0.0000000000;1.0459077095
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1192881972;0.0251214891;1.4837056598;0.0000000000;0.7968140204
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.5724954752;0.0924083152;5.8297554352;0.0000000000;1.1672483488
DTLZ3;MyNSGAII;0.4641613500;0.0467932351;0.0603568501;0.0077211432;0.3578506147;0.0000000000;1.0204876143
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.0680926491;0.0689690751;4.3195367509;0.0000000000;0.9878530712
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1169031847;0.0183187923;1.1518178709;0.0000000000;0.9826929540
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.0230352803;0.1643198700;10.3725910910;0.0000000000;0.9907680704
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1014040369;0.0179019854;1.1212253486;0.0000000000;1.0469695313
DTLZ3;NSGAII;0.4641613500;0.0000000000;9.1234507430;0.0796470784;5.0053122942;0.0000000000;1.2418226668
DTLZ3;MyNSGAII;0.4641613500;0.1429536580;0.0181184471;0.0048741700;0.1410686530;0.0000000000;1.0807626303
DTLZ3;NSGAII;0.4641613500;0.0000000000;4.0543180203;0.0781806911;4.9053636854;0.0000000000;1.3565888591
DTLZ3;MyNSGAII;0.4641613500;0.3634676788;0.0023815322;0.0011069078;0.0506343619;0.0000000000;0.7826191084
DTLZ3;NSGAII;0.4641613500;0.0000000000;1.7585732833;0.0760276833;4.7814053793;0.0000000000;1.2720036791
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0625148054;0.0151852061;0.7561332492;0.0000000000;0.8070589158
DTLZ3;NSGAII;0.4641613500;0.0000000000;5.1860039290;0.1131086557;7.1341796599;0.0000000000;1.4262609400
DTLZ3;MyNSGAII;0.4641613500;0.1477043534;0.0786357607;0.0051322527;0.1770792793;0.0000000000;0.9626545025
DTLZ3;NSGAII;0.4641613500;0.0000000000;7.5443163904;0.1819315397;11.4917222968;0.0000000000;1.2722120895
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0811516291;0.0169880270;1.0684942837;0.0000000000;1.0126920671
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.5186436104;0.1058760047;6.6725487466;0.0000000000;1.2185765850
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1201316688;0.0185398806;1.1525108804;0.0000000000;1.3641580080
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.4406974669;0.1140981601;7.1908786661;0.0000000000;1.1506850289
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0623405951;0.0172167158;1.0785031379;0.0000000000;1.1390223669
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.4418013358;0.1176760782;7.4208333269;0.0000000000;1.1150739045
DTLZ3;MyNSGAII;0.4641613500;0.3111159434;0.0048147881;0.0023668515;0.0594489978;0.0000000000;1.0424370423
DTLZ3;NSGAII;0.4641613500;0.0000000000;1.7631209395;0.0756308155;4.7664556312;0.0000000000;1.0683764602
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1536815664;0.0316579572;1.9056836277;0.0000000000;1.2913598752
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.7389914985;0.0788935168;4.9535871364;0.0000000000;1.1405679783
DTLZ4;MyNSGAII;0.4211488373;0.4148417270;0.0027954662;0.0006938337;0.0169706302;0.0000000000;0.6065125489
DTLZ4;NSGAII;0.4211488373;0.4174418612;0.0028482239;0.0007173038;0.0183109203;0.0000000000;0.6710946422
DTLZ4;MyNSGAII;0.4211488373;0.4142348927;0.0026921991;0.0007543637;0.0179881651;0.0000000000;0.6799511761
DTLZ4;NSGAII;0.4211488373;0.4151216677;0.0029543005;0.0010274828;0.0194003344;0.0000000000;0.7065803318
DTLZ4;MyNSGAII;0.4211488373;0.4155557830;0.0025182899;0.0006399303;0.0152107796;0.0000000000;0.6899735136
DTLZ4;NSGAII;0.4211488373;0.4137642780;0.0030684087;0.0005974314;0.0167681757;0.0000000000;0.6600622730
DTLZ4;MyNSGAII;0.4211488373;0.4162011246;0.0026448464;0.0007078190;0.0169422031;0.0000000000;0.6555074187
DTLZ4;NSGAII;0.4211488373;0.4147883210;0.0030705771;0.0007557084;0.0181367728;0.0000000000;0.6710550201
DTLZ4;MyNSGAII;0.4211488373;0.4155467001;0.0025092070;0.0007118535;0.0164909167;0.0000000000;0.7050097665
DTLZ4;NSGAII;0.4211488373;0.4129399599;0.0029730678;0.0007144696;0.0186156326;0.0000000000;0.6617805868
DTLZ4;MyNSGAII;0.4211488373;0.4129287982;0.0026867910;0.0008653228;0.0192862488;0.0000000000;0.7073521391
DTLZ4;NSGAII;0.4211488373;0.4150280100;0.0027946079;0.0007520795;0.0180762882;0.0000000000;0.6786368391
DTLZ4;MyNSGAII;0.4211488373;0.4145560186;0.0023765159;0.0008960360;0.0194258310;0.0000000000;0.6256971105
DTLZ4;NSGAII;0.4211488373;0.4195260450;0.0028667382;0.0007264204;0.0154996729;0.0000000000;0.6670291374
DTLZ4;MyNSGAII;0.4211488373;0.4193922899;0.0027424021;0.0006795291;0.0165155677;0.0000000000;0.6831605985
DTLZ4;NSGAII;0.4211488373;0.4122096111;0.0037560657;0.0007666744;0.0191065832;0.0000000000;0.6771928539
DTLZ4;MyNSGAII;0.4211488373;0.4194563556;0.0025358985;0.0007004138;0.0169051868;0.0000000000;0.6772804498
DTLZ4;NSGAII;0.4211488373;0.4112884935;0.0031910554;0.0007468183;0.0205893994;0.0000000000;0.6686320694
DTLZ4;MyNSGAII;0.4211488373;0.4183871224;0.0025748906;0.0007329230;0.0168228046;0.0000000000;0.6305838298
DTLZ4;NSGAII;0.4211488373;0.4109068622;0.0039819046;0.0006867973;0.0184191699;0.0000000000;0.7085240815
DTLZ4;MyNSGAII;0.4211488373;0.4168281684;0.0028028454;0.0006481645;0.0172893517;0.0000000000;0.6650416618
DTLZ4;NSGAII;0.4211488373;0.4129492941;0.0030927804;0.0008458766;0.0192676896;0.0000000000;0.6851131781
DTLZ4;MyNSGAII;0.4211488373;0.4098602018;0.0026756283;0.0008205880;0.0197212319;0.0000000000;0.7115552338
DTLZ4;NSGAII;0.4211488373;0.4165224003;0.0029984111;0.0006037783;0.0158075633;0.0000000000;0.6792705977
DTLZ4;MyNSGAII;0.4211488373;0.4150994410;0.0027285256;0.0008465793;0.0187994640;0.0000000000;0.6807977501
DTLZ4;NSGAII;0.4211488373;0.4142172607;0.0029863385;0.0007500449;0.0178726938;0.0000000000;0.6890113646
DTLZ4;MyNSGAII;0.4211488373;0.4179629504;0.0024198205;0.0006329562;0.0142713594;0.0000000000;0.6477140224
DTLZ4;NSGAII;0.4211488373;0.4133055573;0.0040065327;0.0008651294;0.0197547098;0.0000000000;0.7355656999
DTLZ4;MyNSGAII;0.4211488373;0.4142229837;0.0027702714;0.0007562783;0.0178628056;0.0000000000;0.6736635955
DTLZ4;NSGAII;0.4211488373;0.4155099723;0.0033381884;0.0008486407;0.0189359086;0.0000000000;0.6618341701
DTLZ4;MyNSGAII;0.4211488373;0.4141642415;0.0024848913;0.0007105135;0.0173696468;0.0000000000;0.6982751852
DTLZ4;NSGAII;0.4211488373;0.4117970551;0.0043737639;0.0009735919;0.0250965030;0.0000000000;0.6971716253
DTLZ4;MyNSGAII;0.4211488373;0.4171848127;0.0025437308;0.0007343126;0.0177208602;0.0000000000;0.6567504894
DTLZ4;NSGAII;0.4211488373;0.4104928147;0.0030659861;0.0006599411;0.0176673711;0.0000000000;0.6632109665
DTLZ4;MyNSGAII;0.4211488373;0.4154443146;0.0026398821;0.0007148028;0.0181584040;0.0000000000;0.6612916123
DTLZ4;NSGAII;0.4211488373;0.4173684608;0.0032155824;0.0006821681;0.0161016050;0.0000000000;0.6584498508
DTLZ4;MyNSGAII;0.4211488373;0.4149713713;0.0030206975;0.0007972175;0.0176813691;0.0000000000;0.6654162564
DTLZ4;NSGAII;0.4211488373;0.4115452831;0.0028727782;0.0008112769;0.0178902766;0.0000000000;0.6693691540
DTLZ4;MyNSGAII;0.4211488373;0.4185061154;0.0025505795;0.0007094402;0.0149436881;0.0000000000;0.6407582179
DTLZ4;NSGAII;0.4211488373;0.4153335537;0.0037026885;0.0008009620;0.0180419054;0.0000000000;0.7106356023
DTLZ4;MyNSGAII;0.4211488373;0.4171245548;0.0024377129;0.0006494914;0.0162653252;0.0000000000;0.7006209152
DTLZ4;NSGAII;0.4211488373;0.4141241592;0.0029192003;0.0007254383;0.0177265431;0.0000000000;0.6341259413
DTLZ4;MyNSGAII;0.4211488373;0.4154743847;0.0025750381;0.0007457765;0.0175570651;0.0000000000;0.6253901375
DTLZ4;NSGAII;0.4211488373;0.4111000004;0.0028732034;0.0006478553;0.0185700318;0.0000000000;0.6952731011
DTLZ4;MyNSGAII;0.4211488373;0.4153069138;0.0026888867;0.0007575987;0.0162254037;0.0000000000;0.6253846751
DTLZ4;NSGAII;0.4211488373;0.4147222732;0.0027502159;0.0006993621;0.0173312497;0.0000000000;0.6886444622
DTLZ4;MyNSGAII;0.4211488373;0.4120022161;0.0027616414;0.0007170712;0.0184767328;0.0000000000;0.6861986578
DTLZ4;NSGAII;0.4211488373;0.4164343680;0.0039362245;0.0007394744;0.0175081551;0.0000000000;0.7111019040
DTLZ4;MyNSGAII;0.4211488373;0.4186440298;0.0026472890;0.0007761470;0.0184560026;0.0000000000;0.7211238468
DTLZ4;NSGAII;0.4211488373;0.4144188331;0.0031305933;0.0007312907;0.0169967244;0.0000000000;0.7068314096
DTLZ4;MyNSGAII;0.4211488373;0.4139592523;0.0025844785;0.0007675979;0.0186010044;0.0000000000;0.6840342949
DTLZ4;NSGAII;0.4211488373;0.4132768626;0.0031173119;0.0007688188;0.0197098247;0.0000000000;0.6738129741
DTLZ4;MyNSGAII;0.4211488373;0.4157146027;0.0027614626;0.0008749414;0.0185193927;0.0000000000;0.6844808821
DTLZ4;NSGAII;0.4211488373;0.4115698403;0.0036238602;0.0008436215;0.0222598609;0.0000000000;0.6931914002
DTLZ4;MyNSGAII;0.4211488373;0.4157348634;0.0025044181;0.0006764939;0.0171017974;0.0000000000;0.6526784725
DTLZ4;NSGAII;0.4211488373;0.4137555991;0.0028195946;0.0007862471;0.0192255389;0.0000000000;0.6853079208
DTLZ4;MyNSGAII;0.4211488373;0.4172265433;0.0025204160;0.0007210530;0.0158916878;0.0000000000;0.6674455456
DTLZ4;NSGAII;0.4211488373;0.4127094309;0.0029875333;0.0007362188;0.0184179075;0.0000000000;0.6900268953
DTLZ4;MyNSGAII;0.4211488373;0.4177746492;0.0027504178;0.0008590521;0.0147657064;0.0000000000;0.6664739022
DTLZ4;NSGAII;0.4211488373;0.4145573312;0.0028089440;0.0007082389;0.0170832872;0.0000000000;0.6937556935
DTLZ5;MyNSGAII;0.0955832543;0.0952290999;0.0001585174;0.0001546592;0.0013154793;0.0000000000;0.4941585814
DTLZ5;NSGAII;0.0955832543;0.0950995133;0.0001709318;0.0001485753;0.0013236476;0.0000000000;0.4454717150
DTLZ5;MyNSGAII;0.0955832543;0.0952145858;0.0001498449;0.0001555760;0.0012259246;0.0000000000;0.4406623866
DTLZ5;NSGAII;0.0955832543;0.0951140659;0.0022705224;0.0001547065;0.0013416665;0.0000000000;0.8147288402
DTLZ5;MyNSGAII;0.0955832543;0.0951659810;0.0001567411;0.0001524190;0.0012458055;0.0000000000;0.5239107747
DTLZ5;NSGAII;0.0955832543;0.0949957635;0.0001433576;0.0001573050;0.0014463641;0.0000000000;0.4730437978
DTLZ5;MyNSGAII;0.0955832543;0.0953118304;0.0001543022;0.0001450780;0.0011848386;0.0000000000;0.5010059656
DTLZ5;NSGAII;0.0955832543;0.0950644777;0.0001540851;0.0001478677;0.0013125631;0.0000000000;0.4740920738
DTLZ5;MyNSGAII;0.0955832543;0.0952115380;0.0001575686;0.0001483212;0.0012000424;0.0000000000;0.4616381207
DTLZ5;NSGAII;0.0955832543;0.0952402634;0.0005408990;0.0001471693;0.0011710456;0.0000000000;0.5234329465
DTLZ5;MyNSGAII;0.0955832543;0.0953069450;0.0001475263;0.0001551713;0.0011874968;0.0000000000;0.4320273930
DTLZ5;NSGAII;0.0955832543;0.0949516099;0.0001544637;0.0001527059;0.0014742365;0.0000000000;0.4974775355
DTLZ5;MyNSGAII;0.0955832543;0.0952343606;0.0001436931;0.0001496982;0.0011248788;0.0000000000;0.4629104785
DTLZ5;NSGAII;0.0955832543;0.0951987768;0.0008566402;0.0001439895;0.0011406715;0.0000000000;0.5602092343
DTLZ5;MyNSGAII;0.0955832543;0.0952400430;0.0001602419;0.0001563990;0.0012004266;0.0000000000;0.5529046996
DTLZ5;NSGAII;0.0955832543;0.0950746521;0.0001574026;0.0001545754;0.0013150539;0.0000000000;0.4871288276
DTLZ5;MyNSGAII;0.0955832543;0.0952997046;0.0001489418;0.0001449255;0.0011376786;0.0000000000;0.4440546932
DTLZ5;NSGAII;0.0955832543;0.0950460967;0.0001607402;0.0001482648;0.0013567263;0.0000000000;0.4705343854
DTLZ5;MyNSGAII;0.0955832543;0.0953386711;0.0001521831;0.0001432931;0.0010908634;0.0000000000;0.4423575697
DTLZ5;NSGAII;0.0955832543;0.0952396134;0.0001510046;0.0001465198;0.0011539315;0.0000000000;0.4822376709
DTLZ5;MyNSGAII;0.0955832543;0.0952465937;0.0001545208;0.0001461578;0.0012058861;0.0000000000;0.4676042164
DTLZ5;NSGAII;0.0955832543;0.0952116630;0.0001611785;0.0001426718;0.0012108738;0.0000000000;0.4605854847
DTLZ5;MyNSGAII;0.0955832543;0.0953131451;0.0001690136;0.0001433790;0.0011476995;0.0000000000;0.4154670986
DTLZ5;NSGAII;0.0955832543;0.0949871259;0.0001514948;0.0001491766;0.0014422255;0.0000000000;0.4763025362
DTLZ5;MyNSGAII;0.0955832543;0.0953135349;0.0001624080;0.0001464325;0.0010950454;0.0000000000;0.5215357774
DTLZ5;NSGAII;0.0955832543;0.0950740213;0.0001512737;0.0001467093;0.0013273579;0.0000000000;0.4787543353
DTLZ5;MyNSGAII;0.0955832543;0.0952260879;0.0001501633;0.0001508762;0.0011968542;0.0000000000;0.4681441708
DTLZ5;NSGAII;0.0955832543;0.0951220308;0.0012621745;0.0001429866;0.0012686205;0.0000000000;0.6192098667
DTLZ5;MyNSGAII;0.0955832543;0.0953402071;0.0001517347;0.0001818306;0.0011668394;0.0000000000;0.4384657868
DTLZ5;NSGAII;0.0955832543;0.0952252901;0.0001551215;0.0001425987;0.0012087615;0.0000000000;0.4197279452
DTLZ5;MyNSGAII;0.0955832543;0.0953280410;0.0001537876;0.0001401687;0.0011304662;0.0000000000;0.4177486260
DTLZ5;NSGAII;0.0955832543;0.0951209493;0.0001882545;0.0001515720;0.0012786124;0.0000000000;0.4912194391
DTLZ5;MyNSGAII;0.0955832543;0.0953015983;0.0001467157;0.0001478792;0.0011681749;0.0000000000;0.4483963778
DTLZ5;NSGAII;0.0955832543;0.0951612694;0.0006866640;0.0001381577;0.0012375926;0.0000000000;0.5333549553
DTLZ5;MyNSGAII;0.0955832543;0.0952487433;0.0001520412;0.0001382391;0.0011358071;0.0000000000;0.4410395121
DTLZ5;NSGAII;0.0955832543;0.0951691322;0.0001446748;0.0001444725;0.0011786994;0.0000000000;0.4504301713
DTLZ5;MyNSGAII;0.0955832543;0.0951932786;0.0001519532;0.0001480595;0.0012353559;0.0000000000;0.4409542498
DTLZ5;NSGAII;0.0955832543;0.0950785351;0.0001510747;0.0001496017;0.0013634823;0.0000000000;0.4561523966
DTLZ5;MyNSGAII;0.0955832543;0.0952183074;0.0001561813;0.0001451816;0.0011930996;0.0000000000;0.4149930872
DTLZ5;NSGAII;0.0955832543;0.0951004043;0.0004529660;0.0001524315;0.0013123933;0.0000000000;0.5081743306
DTLZ5;MyNSGAII;0.0955832543;0.0952199491;0.0001625146;0.0001474229;0.0012221915;0.0000000000;0.4254101207
DTLZ5;NSGAII;0.0955832543;0.0951213287;0.0001454106;0.0001377683;0.0012662323;0.0000000000;0.4189759775
DTLZ5;MyNSGAII;0.0955832543;0.0953128734;0.0001558047;0.0001393405;0.0011419456;0.0000000000;0.4076261255
DTLZ5;NSGAII;0.0955832543;0.0950587130;0.0002761843;0.0001511188;0.0013684003;0.0000000000;0.5077095006
DTLZ5;MyNSGAII;0.0955832543;0.0952644832;0.0001586627;0.0001524798;0.0012285842;0.0000000000;0.4350951121
DTLZ5;NSGAII;0.0955832543;0.0952785584;0.0001586402;0.0001463691;0.0011519401;0.0000000000;0.4917230332
DTLZ5;MyNSGAII;0.0955832543;0.0953073686;0.0001599534;0.0001610740;0.0012042164;0.0000000000;0.4778991547
DTLZ5;NSGAII;0.0955832543;0.0950823826;0.0001532806;0.0001444949;0.0013338159;0.0000000000;0.4457805690
DTLZ5;MyNSGAII;0.0955832543;0.0952233486;0.0001500422;0.0001466747;0.0011824421;0.0000000000;0.4894777634
DTLZ5;NSGAII;0.0955832543;0.0949707169;0.0011300203;0.0001553951;0.0014335716;0.0000000000;0.5855700626
DTLZ5;MyNSGAII;0.0955832543;0.0953307304;0.0001453135;0.0001432753;0.0011186599;0.0000000000;0.4422186440
DTLZ5;NSGAII;0.0955832543;0.0949872012;0.0002392672;0.0001463523;0.0013688790;0.0000000000;0.4831624996
DTLZ5;MyNSGAII;0.0955832543;0.0952363809;0.0001621740;0.0001498507;0.0012363299;0.0000000000;0.5301729833
DTLZ5;NSGAII;0.0955832543;0.0950907396;0.0001857077;0.0001570583;0.0013711190;0.0000000000;0.4686396608
DTLZ5;MyNSGAII;0.0955832543;0.0952362702;0.0001598423;0.0001544516;0.0012415966;0.0000000000;0.4678905884
DTLZ5;NSGAII;0.0955832543;0.0950849546;0.0001719980;0.0001553211;0.0013213253;0.0000000000;0.4974817959
DTLZ5;MyNSGAII;0.0955832543;0.0952597823;0.0001530168;0.0001466609;0.0011801927;0.0000000000;0.4319427328
DTLZ5;NSGAII;0.0955832543;0.0951875770;0.0002563349;0.0001476854;0.0012872249;0.0000000000;0.5083938763
DTLZ5;MyNSGAII;0.0955832543;0.0953262694;0.0001688230;0.0001470043;0.0011329187;0.0000000000;0.4277502100
DTLZ5;NSGAII;0.0955832543;0.0952272045;0.0002462042;0.0001573078;0.0012235165;0.0000000000;0.4850218974
DTLZ6;MyNSGAII;0.0953182811;0.0962401605;0.0003280852;0.0002340259;0.0010392096;0.0000000000;0.5078327035
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1165483429;0.1239518048;1.4474955008;0.0000000000;0.8452517187
DTLZ6;MyNSGAII;0.0953182811;0.0962510793;0.0003120088;0.0002324059;0.0010486199;0.0000000000;0.5447570574
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1220855307;0.1311721292;1.5442783433;0.0000000000;0.8061945240
DTLZ6;MyNSGAII;0.0953182811;0.0962454911;0.0003278877;0.0002530032;0.0011198180;0.0000000000;0.5662200769
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1153268492;0.1209476731;1.4230587725;0.0000000000;0.7948448831
DTLZ6;MyNSGAII;0.0953182811;0.0962460331;0.0003329520;0.0002411549;0.0010534352;0.0000000000;0.5228056559
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1348205644;0.1274756253;1.4923297086;0.0000000000;0.7689176951
DTLZ6;MyNSGAII;0.0953182811;0.0962850726;0.0003294597;0.0002198353;0.0009644349;0.0000000000;0.5226409527
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1164331731;0.1163786951;1.3676182059;0.0000000000;0.7777500331
DTLZ6;MyNSGAII;0.0953182811;0.0962944156;0.0003153088;0.0002289473;0.0009446030;0.0000000000;0.5008220834
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1281879546;0.1369674467;1.6085934672;0.0000000000;0.8340129382
DTLZ6;MyNSGAII;0.0953182811;0.0962555098;0.0003282372;0.0002699755;0.0011350853;0.0000000000;0.5283072589
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1438562249;0.1349924871;1.5770804065;0.0000000000;0.8096925286
DTLZ6;MyNSGAII;0.0953182811;0.0962805536;0.0003292825;0.0002598392;0.0011208612;0.0000000000;0.5209154107
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1138813536;0.1195952036;1.4019981174;0.0000000000;0.7828858940
DTLZ6;MyNSGAII;0.0953182811;0.0961841416;0.0003359543;0.0002456248;0.0010762624;0.0000000000;0.5256419624
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1288445847;0.1302975568;1.5286737860;0.0000000000;0.8002542492
DTLZ6;MyNSGAII;0.0953182811;0.0961720461;0.0003173315;0.0002321030;0.0009844684;0.0000000000;0.5297804202
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1123556902;0.1158311509;1.3504391303;0.0000000000;0.8355017730
DTLZ6;MyNSGAII;0.0953182811;0.0962341915;0.0003234188;0.0002318549;0.0009960275;0.0000000000;0.5092520817
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1220085765;0.1278508455;1.5016073534;0.0000000000;0.7630897517
DTLZ6;MyNSGAII;0.0953182811;0.0962452683;0.0003271107;0.0002362268;0.0010351478;0.0000000000;0.5401672337
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1129177898;0.1204929117;1.4148973642;0.0000000000;0.7933432070
DTLZ6;MyNSGAII;0.0953182811;0.0962565823;0.0003247307;0.0002308623;0.0009529069;0.0000000000;0.5646908384
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1273593883;0.1241516311;1.4580371350;0.0000000000;0.7843760447
DTLZ6;MyNSGAII;0.0953182811;0.0960792220;0.0003396902;0.0002667006;0.0011334349;0.0000000000;0.5460824974
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1176469720;0.1105123618;1.2785960633;0.0000000000;0.8215982862
DTLZ6;MyNSGAII;0.0953182811;0.0962786112;0.0003205805;0.0002201586;0.0008970879;0.0000000000;0.5224493274
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1411599864;0.1344395926;1.5782945138;0.0000000000;0.8197003792
DTLZ6;MyNSGAII;0.0953182811;0.0962527510;0.0003264047;0.0002410669;0.0010324748;0.0000000000;0.5449383291
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1297840982;0.1176453529;1.3646932546;0.0000000000;0.8184433264
DTLZ6;MyNSGAII;0.0953182811;0.0962106239;0.0003358118;0.0002617615;0.0010490452;0.0000000000;0.5700864825
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1126894643;0.1141292741;1.3266077156;0.0000000000;0.8258815447
DTLZ6;MyNSGAII;0.0953182811;0.0962018863;0.0003351637;0.0002670862;0.0011646656;0.0000000000;0.5443854531
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1195567486;0.1206541991;1.4181042016;0.0000000000;0.8137271736
DTLZ6;MyNSGAII;0.0953182811;0.0962463330;0.0003322843;0.0002503052;0.0010460887;0.0000000000;0.5462487901
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1154593093;0.1141815223;1.3425846245;0.0000000000;0.8514883257
DTLZ6;MyNSGAII;0.0953182811;0.0962569081;0.0003284519;0.0002384408;0.0010577908;0.0000000000;0.4964912963
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1230842797;0.1292602616;1.5193303563;0.0000000000;0.8457923099
DTLZ6;MyNSGAII;0.0953182811;0.0962755024;0.0003270271;0.0002333180;0.0009886498;0.0000000000;0.5305636982
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1217146099;0.1258800895;1.4807703770;0.0000000000;0.7402647243
DTLZ6;MyNSGAII;0.0953182811;0.0962774205;0.0003276227;0.0002291452;0.0009988925;0.0000000000;0.4872206827
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1064759766;0.1122321867;1.3111647037;0.0000000000;0.7424813398
DTLZ6;MyNSGAII;0.0953182811;0.0962537462;0.0003112188;0.0002305772;0.0009778670;0.0000000000;0.5175537698
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1349263621;0.1356544657;1.5929923304;0.0000000000;0.7844534924
DTLZ6;MyNSGAII;0.0953182811;0.0962616149;0.0003166399;0.0002141291;0.0009888481;0.0000000000;0.5202134238
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1120578879;0.1124529061;1.2964843483;0.0000000000;0.8282186000
DTLZ6;MyNSGAII;0.0953182811;0.0962265667;0.0003332628;0.0002363243;0.0009808428;0.0000000000;0.5426436798
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1272548277;0.1328263824;1.5580497660;0.0000000000;0.8524946668
DTLZ6;MyNSGAII;0.0953182811;0.0962795101;0.0003236979;0.0002423401;0.0009212347;0.0000000000;0.4931347024
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1166345576;0.1211134435;1.4226768813;0.0000000000;0.8095236176
DTLZ6;MyNSGAII;0.0953182811;0.0961981726;0.0003080701;0.0002327208;0.0008955565;0.0000000000;0.5224052105
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1166593189;0.1177157953;1.3843355759;0.0000000000;0.8371029540
DTLZ6;MyNSGAII;0.0953182811;0.0962165499;0.0003333974;0.0002360815;0.0009682193;0.0000000000;0.5217983414
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1226998298;0.1281187325;1.5091251633;0.0000000000;0.8367375482
DTLZ6;MyNSGAII;0.0953182811;0.0962138250;0.0003447427;0.0002395341;0.0010045064;0.0000000000;0.5456054275
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1294150250;0.1313655758;1.5295676643;0.0000000000;0.7944104477
DTLZ6;MyNSGAII;0.0953182811;0.0962402800;0.0003318124;0.0002495022;0.0010862806;0.0000000000;0.5236721274
DTLZ6;NSGAII;0.0953182811;0.0000000000;0.1174373774;0.1260778372;1.4818449087;0.0000000000;0.7763355709
DTLZ7;MyNSGAII;0.3259265166;0.3133687565;0.0010418110;0.0012643561;0.0169916964;0.0000000000;0.7491664182
DTLZ7;NSGAII;0.3259265166;0.3035356886;0.0013593482;0.0012565852;0.0223885395;0.0000000000;0.7877260715
DTLZ7;MyNSGAII;0.3259265166;0.3129719178;0.0009638040;0.0011551664;0.0161507593;0.0000000000;0.7348219002
DTLZ7;NSGAII;0.3259265166;0.3020893136;0.0012264274;0.0012164901;0.0216518717;0.0000000000;0.8025604728
