Problema;Algoritmo;bhv;hv;gd;igd;igdp;bspread;spread
ZDT4;NSGAII;0.6661736173;0.0301728436;0.2035064954;0.0208981521;0.6584462555;0.0000000000;0.8530492341
ZDT4;MyNSGAII;0.6661736173;0.4840678610;0.0097557002;0.0041955241;0.1321215057;0.0000000000;0.6778736117
ZDT4;NSGAII;0.6661736173;0.1890595292;0.0943622738;0.0128558001;0.4023878124;0.0000000000;0.7642295335
ZDT4;MyNSGAII;0.6661736173;0.6626623384;0.0001183796;0.0000819775;0.0022011686;0.0000000000;0.3250606817
ZDT4;NSGAII;0.6661736173;0.0529970357;0.1158313294;0.0187967205;0.5936404415;0.0000000000;0.8843792968
ZDT4;MyNSGAII;0.6661736173;0.4324537272;0.0300733193;0.0050130150;0.1569425248;0.0000000000;0.7812171031
ZDT4;NSGAII;0.6661736173;0.1195463056;0.1107412932;0.0144541106;0.4554662692;0.0000000000;0.9672295680
ZDT4;MyNSGAII;0.6661736173;0.6536789164;0.0000971028;0.0008099757;0.0081354616;0.0000000000;0.5598487007
ZDT4;NSGAII;0.6661736173;0.3952927080;0.0386073732;0.0058949856;0.1856004316;0.0000000000;0.6834510855
ZDT4;MyNSGAII;0.6661736173;0.6543538937;0.0005222178;0.0002693287;0.0069768636;0.0000000000;0.6422364934
ZDT4;NSGAII;0.6661736173;0.2517457756;0.0442603551;0.0103780797;0.3275299963;0.0000000000;0.7411133702
ZDT4;MyNSGAII;0.6661736173;0.4922003526;0.0073192260;0.0040625007;0.1279467550;0.0000000000;0.6232359901
ZDT4;NSGAII;0.6661736173;0.3468455354;0.0757822978;0.0073755609;0.2282080275;0.0000000000;0.7953967246
ZDT4;MyNSGAII;0.6661736173;0.6563333070;0.0003838568;0.0002050326;0.0059201923;0.0000000000;0.6001362375
ZDT4;NSGAII;0.6661736173;0.1304949511;0.1340403047;0.0147743625;0.4624750655;0.0000000000;0.8353104737
ZDT4;MyNSGAII;0.6661736173;0.6233256640;0.0027711168;0.0008570139;0.0253221476;0.0000000000;0.6917688620
ZDT4;NSGAII;0.6661736173;0.5707504083;0.0141605622;0.0018591814;0.0547986502;0.0000000000;0.7135365134
ZDT4;MyNSGAII;0.6661736173;0.4228229769;0.0463186307;0.0052754529;0.1583306525;0.0000000000;0.9246950585
ZDT4;NSGAII;0.6661736173;0.2205079354;0.0919530175;0.0118386732;0.3691731630;0.0000000000;0.7725018642
ZDT6;MyNSGAII;0.4059072423;0.4003531699;0.0001821988;0.0001092481;0.0032858573;0.0000000000;0.3567776830
ZDT6;NSGAII;0.4059072423;0.1404419049;0.0342996309;0.0075416603;0.2344489718;0.0000000000;0.6314421568
ZDT6;MyNSGAII;0.4059072423;0.4008334337;0.0001583783;0.0001005011;0.0030114647;0.0000000000;0.3330443420
ZDT6;NSGAII;0.4059072423;0.1467615779;0.0306239160;0.0073536936;0.2296483393;0.0000000000;0.6970668056
ZDT6;MyNSGAII;0.4059072423;0.4014695879;0.0001321597;0.0000897329;0.0026230655;0.0000000000;0.3410729952
ZDT6;NSGAII;0.4059072423;0.1945526669;0.0214077282;0.0055786203;0.1741342594;0.0000000000;0.7218331973
ZDT6;MyNSGAII;0.4059072423;0.4010710255;0.0001497533;0.0000957981;0.0028720331;0.0000000000;0.3304835916
ZDT6;NSGAII;0.4059072423;0.1504710675;0.0295101608;0.0070847437;0.2211749409;0.0000000000;0.6516289793
ZDT6;MyNSGAII;0.4059072423;0.4025386801;0.0000952204;0.0000747260;0.0020121662;0.0000000000;0.3440505395
ZDT6;NSGAII;0.4059072423;0.1610832546;0.0305681450;0.0068113158;0.2120846748;0.0000000000;0.6468489057
ZDT6;MyNSGAII;0.4059072423;0.3996098917;0.0002144079;0.0001236843;0.0037601396;0.0000000000;0.3280945241
ZDT6;NSGAII;0.4059072423;0.1678114550;0.0274705102;0.0063333366;0.1987514687;0.0000000000;0.7054951784
ZDT6;MyNSGAII;0.4059072423;0.4013344512;0.0001402487;0.0000911632;0.0026991421;0.0000000000;0.3153282590
ZDT6;NSGAII;0.4059072423;0.1669774880;0.0255074109;0.0063471037;0.1985354077;0.0000000000;0.7725197958
ZDT6;MyNSGAII;0.4059072423;0.4016894517;0.0001259627;0.0000860267;0.0025198595;0.0000000000;0.3392121260
ZDT6;NSGAII;0.4059072423;0.1634437126;0.0300946711;0.0067760014;0.2098755132;0.0000000000;0.7102355193
ZDT6;MyNSGAII;0.4059072423;0.4012640173;0.0001437487;0.0000952589;0.0027504489;0.0000000000;0.3206316561
ZDT6;NSGAII;0.4059072423;0.1144717382;0.0418698270;0.0085221588;0.2673189613;0.0000000000;0.6792696449
ZDT6;MyNSGAII;0.4059072423;0.4010370916;0.0001592041;0.0000956285;0.0028764664;0.0000000000;0.3172171986
ZDT6;NSGAII;0.4059072423;0.1399344847;0.0341532658;0.0075557694;0.2366487391;0.0000000000;0.7256143212
ZDT6;MyNSGAII;0.4059072423;0.4006805574;0.0001701853;0.0001037567;0.0030997240;0.0000000000;0.3362288984
ZDT6;NSGAII;0.4059072423;0.1360430764;0.0347650862;0.0077618939;0.2419899789;0.0000000000;0.6951384843
ZDT6;MyNSGAII;0.4059072423;0.4007840030;0.0001589930;0.0001018782;0.0030382748;0.0000000000;0.3687126425
ZDT6;NSGAII;0.4059072423;0.1282820833;0.0385566715;0.0081746276;0.2548333710;0.0000000000;0.6688449195
ZDT6;MyNSGAII;0.4059072423;0.4009331080;0.0001552607;0.0000983743;0.0029554961;0.0000000000;0.3111457990
ZDT6;NSGAII;0.4059072423;0.1817315555;0.0232968933;0.0059253127;0.1858424353;0.0000000000;0.6021257661
ZDT6;MyNSGAII;0.4059072423;0.4018402906;0.0001194017;0.0000824660;0.0024048641;0.0000000000;0.3238577113
ZDT6;NSGAII;0.4059072423;0.1716247832;0.0270001420;0.0060333947;0.1893681457;0.0000000000;0.6678883450
ZDT6;MyNSGAII;0.4059072423;0.4004188621;0.0001785042;0.0001075862;0.0032578165;0.0000000000;0.3055675220
ZDT6;NSGAII;0.4059072423;0.1567796983;0.0317971366;0.0071282110;0.2221356083;0.0000000000;0.6709927180
ZDT6;MyNSGAII;0.4059072423;0.4014023156;0.0001378056;0.0000920491;0.0026563349;0.0000000000;0.3354295256
ZDT6;NSGAII;0.4059072423;0.1274635490;0.0394226897;0.0075480962;0.2367210371;0.0000000000;0.7376623624
ZDT6;MyNSGAII;0.4059072423;0.4009536602;0.0001562640;0.0000982406;0.0029209351;0.0000000000;0.3201062847
ZDT6;NSGAII;0.4059072423;0.1836016299;0.0264740141;0.0058951547;0.1841968453;0.0000000000;0.6539799630
ZDT6;MyNSGAII;0.4059072423;0.4010963072;0.0001497297;0.0000958758;0.0028617212;0.0000000000;0.3260412921
ZDT6;NSGAII;0.4059072423;0.1933826149;0.0257481830;0.0055443477;0.1734035725;0.0000000000;0.6696896951
ZDT6;MyNSGAII;0.4059072423;0.4002463710;0.0001866552;0.0001112746;0.0033655302;0.0000000000;0.3004491582
ZDT6;NSGAII;0.4059072423;0.1349053492;0.0373724766;0.0078004948;0.2441925339;0.0000000000;0.7050060557
ZDT6;MyNSGAII;0.4059072423;0.4010359993;0.0001522878;0.0000961214;0.0028714439;0.0000000000;0.3088027970
ZDT6;NSGAII;0.4059072423;0.1130717712;0.0419194774;0.0086659471;0.2705623955;0.0000000000;0.6922129678
ZDT6;MyNSGAII;0.4059072423;0.4015055244;0.0001313813;0.0000897001;0.0026138893;0.0000000000;0.3241108533
ZDT6;NSGAII;0.4059072423;0.1815274288;0.0238891704;0.0058826405;0.1847130990;0.0000000000;0.7253382735
ZDT6;MyNSGAII;0.4059072423;0.4007747233;0.0001640221;0.0001002703;0.0030380482;0.0000000000;0.2935682700
ZDT6;NSGAII;0.4059072423;0.1745229200;0.0245936006;0.0061948804;0.1933332130;0.0000000000;0.6698175060
ZDT6;MyNSGAII;0.4059072423;0.4009166730;0.0001545521;0.0000994653;0.0029565230;0.0000000000;0.3361652954
ZDT6;NSGAII;0.4059072423;0.1541617506;0.0322904732;0.0071713164;0.2231357555;0.0000000000;0.6969464913
ZDT6;MyNSGAII;0.4059072423;0.4028813319;0.0000793936;0.0000728060;0.0018159089;0.0000000000;0.3686062973
ZDT6;NSGAII;0.4059072423;0.1563098837;0.0286946738;0.0068269618;0.2133526617;0.0000000000;0.6770483302
ZDT6;MyNSGAII;0.4059072423;0.4008111882;0.0001599895;0.0001002648;0.0030125238;0.0000000000;0.3367631805
ZDT6;NSGAII;0.4059072423;0.1292928329;0.0397900172;0.0081720467;0.2545633121;0.0000000000;0.7572783070
ZDT6;MyNSGAII;0.4059072423;0.4012618050;0.0001516243;0.0000952540;0.0027802818;0.0000000000;0.3156112265
ZDT6;NSGAII;0.4059072423;0.1779273806;0.0240414784;0.0060519136;0.1892264205;0.0000000000;0.7401514059
ZDT6;MyNSGAII;0.4059072423;0.4008624470;0.0001585451;0.0001001953;0.0029874760;0.0000000000;0.3312764098
ZDT6;NSGAII;0.4059072423;0.1866555583;0.0251793756;0.0057356759;0.1798788600;0.0000000000;0.5866893297
ZDT6;MyNSGAII;0.4059072423;0.4016082203;0.0001242374;0.0000876698;0.0025353464;0.0000000000;0.3611389374
ZDT6;NSGAII;0.4059072423;0.1225108105;0.0387049587;0.0083307709;0.2587756821;0.0000000000;0.7421083589
ZDT6;MyNSGAII;0.4059072423;0.3999552537;0.0001986337;0.0001164877;0.0035350379;0.0000000000;0.3455944953
ZDT6;NSGAII;0.4059072423;0.1660533568;0.0281931489;0.0064196025;0.2010272808;0.0000000000;0.6914592690
ZDT6;MyNSGAII;0.4059072423;0.4015477863;0.0001316204;0.0000878366;0.0025766735;0.0000000000;0.3262080057
ZDT6;NSGAII;0.4059072423;0.1898797271;0.0248784247;0.0055878427;0.1745600110;0.0000000000;0.6522182550
DTLZ1;MyNSGAII;0.8257490732;0.7926276077;0.0004609519;0.0003716260;0.0235262090;0.0000000000;0.8447000494
DTLZ1;NSGAII;0.8257490732;0.7880304122;0.0085885534;0.0003671820;0.0263233021;0.0000000000;0.7794029650
DTLZ1;MyNSGAII;0.8257490732;0.7828850135;0.0007866853;0.0003710747;0.0277532572;0.0000000000;0.8255348252
DTLZ1;NSGAII;0.8257490732;0.5958864718;0.0928939692;0.0014607084;0.1185564701;0.0000000000;1.1719602380
DTLZ1;MyNSGAII;0.8257490732;0.7913170118;0.0004316773;0.0003467054;0.0225598590;0.0000000000;0.7842811284
DTLZ1;NSGAII;0.8257490732;0.7633202464;0.1209916627;0.0004879340;0.0430508222;0.0000000000;1.1004391112
DTLZ1;MyNSGAII;0.8257490732;0.7910451624;0.0005657603;0.0003460992;0.0244940330;0.0000000000;0.7675638848
DTLZ1;NSGAII;0.8257490732;0.7792745555;0.1683995168;0.0004000999;0.0334383341;0.0000000000;1.1332397781
DTLZ1;MyNSGAII;0.8257490732;0.7862901336;0.0007434042;0.0003511056;0.0266472839;0.0000000000;0.7655595075
DTLZ1;NSGAII;0.8257490732;0.7665326089;0.1549787900;0.0004568592;0.0357694508;0.0000000000;0.7952837262
DTLZ1;MyNSGAII;0.8257490732;0.7911271596;0.0005322230;0.0003681058;0.0244709700;0.0000000000;0.7871761661
DTLZ1;NSGAII;0.8257490732;0.7771993991;0.0105976961;0.0004172258;0.0323274082;0.0000000000;0.7156062568
DTLZ1;MyNSGAII;0.8257490732;0.7819066171;0.0010711674;0.0003906564;0.0318575096;0.0000000000;0.7612664823
DTLZ1;NSGAII;0.8257490732;0.7608033590;0.4464455413;0.0004687394;0.0392559317;0.0000000000;1.3984907165
DTLZ1;MyNSGAII;0.8257490732;0.7936001225;0.0004164615;0.0003379541;0.0217885993;0.0000000000;0.8186360482
DTLZ1;NSGAII;0.8257490732;0.7585972088;0.0871752059;0.0005385805;0.0459691198;0.0000000000;0.8450390941
DTLZ1;MyNSGAII;0.8257490732;0.7915185825;0.0005020641;0.0003387422;0.0230586261;0.0000000000;0.7745790125
DTLZ1;NSGAII;0.8257490732;0.7693069967;0.0593339119;0.0004369789;0.0351157796;0.0000000000;0.9169622240
DTLZ1;MyNSGAII;0.8257490732;0.7910444319;0.0005443394;0.0003468473;0.0241711529;0.0000000000;0.7718401517
DTLZ1;NSGAII;0.8257490732;0.7534890548;0.7602215462;0.0006067937;0.0490086023;0.0000000000;1.3483541139
DTLZ1;MyNSGAII;0.8257490732;0.7875324324;0.0008982751;0.0003661771;0.0282242674;0.0000000000;0.7786372695
DTLZ1;NSGAII;0.8257490732;0.7728490763;0.0388594483;0.0004278639;0.0336183153;0.0000000000;0.9412075209
DTLZ1;MyNSGAII;0.8257490732;0.7914702611;0.0005285596;0.0003560998;0.0241423819;0.0000000000;0.7982560365
DTLZ1;NSGAII;0.8257490732;0.7670846916;0.1774485824;0.0004832530;0.0360026186;0.0000000000;1.1174632751
DTLZ1;MyNSGAII;0.8257490732;0.7775722965;0.0011262434;0.0004170244;0.0342461686;0.0000000000;0.7742486283
DTLZ1;NSGAII;0.8257490732;0.7607128040;0.2124095337;0.0004923461;0.0387215882;0.0000000000;1.3027227737
DTLZ1;MyNSGAII;0.8257490732;0.7881248033;0.0004698272;0.0003630691;0.0240019885;0.0000000000;0.8004351245
DTLZ1;NSGAII;0.8257490732;0.7635718462;0.0830844072;0.0005272802;0.0428498666;0.0000000000;0.8568748732
DTLZ1;MyNSGAII;0.8257490732;0.7837779140;0.0009531613;0.0003899471;0.0304802884;0.0000000000;0.7500935315
DTLZ1;NSGAII;0.8257490732;0.7719441685;0.7520436393;0.0004606348;0.0332792454;0.0000000000;1.2941224628
DTLZ1;MyNSGAII;0.8257490732;0.7908035750;0.0004796075;0.0003496806;0.0234631093;0.0000000000;0.7736846205
DTLZ1;NSGAII;0.8257490732;0.7487113489;0.0326197343;0.0006159698;0.0545439082;0.0000000000;0.8945438821
DTLZ1;MyNSGAII;0.8257490732;0.7920586979;0.0005476199;0.0003493761;0.0240370394;0.0000000000;0.7634571379
DTLZ1;NSGAII;0.8257490732;0.7731128084;0.1994196397;0.0004219089;0.0319199324;0.0000000000;1.1077295021
DTLZ1;MyNSGAII;0.8257490732;0.7892551593;0.0005010206;0.0003730245;0.0242856124;0.0000000000;0.8124012709
DTLZ1;NSGAII;0.8257490732;0.7773679044;0.0187744438;0.0004082114;0.0325360828;0.0000000000;0.7912282328
DTLZ1;MyNSGAII;0.8257490732;0.7930625357;0.0004184381;0.0003560063;0.0224478366;0.0000000000;0.7851774414
DTLZ1;NSGAII;0.8257490732;0.7627797511;0.0309676583;0.0004777295;0.0428594618;0.0000000000;0.7674455931
DTLZ1;MyNSGAII;0.8257490732;0.7933768665;0.0004143019;0.0003392989;0.0221986795;0.0000000000;0.7925773261
DTLZ1;NSGAII;0.8257490732;0.7487389476;0.1223593986;0.0007233867;0.0591818490;0.0000000000;1.1805631812
DTLZ1;MyNSGAII;0.8257490732;0.7767786520;0.0013041250;0.0004029991;0.0343680203;0.0000000000;0.7622834620
DTLZ1;NSGAII;0.8257490732;0.7751628710;0.8296977646;0.0004277612;0.0357434990;0.0000000000;1.4012667289
DTLZ1;MyNSGAII;0.8257490732;0.7932317727;0.0004436191;0.0003355712;0.0219008334;0.0000000000;0.7731999517
DTLZ1;NSGAII;0.8257490732;0.7540574552;0.2627315112;0.0005097562;0.0444384361;0.0000000000;1.3285215855
DTLZ1;MyNSGAII;0.8257490732;0.7913462619;0.0005353155;0.0003579154;0.0241575066;0.0000000000;0.8182476357
DTLZ1;NSGAII;0.8257490732;0.7695325926;0.0136751072;0.0004551955;0.0382886929;0.0000000000;0.8218401605
DTLZ1;MyNSGAII;0.8257490732;0.7879910701;0.0008510198;0.0003731249;0.0279016586;0.0000000000;0.7608289501
DTLZ1;NSGAII;0.8257490732;0.7557069330;0.0088022664;0.0005348656;0.0483796241;0.0000000000;0.7036927578
DTLZ1;MyNSGAII;0.8257490732;0.7935974264;0.0004593220;0.0003415430;0.0224772984;0.0000000000;0.8290691744
DTLZ1;NSGAII;0.8257490732;0.7662285788;0.1912567221;0.0004584694;0.0334549902;0.0000000000;1.2968485954
DTLZ1;MyNSGAII;0.8257490732;0.7920651504;0.0005241954;0.0003446609;0.0240654757;0.0000000000;0.7475229743
DTLZ1;NSGAII;0.8257490732;0.7723408419;0.0034290725;0.0004195272;0.0368346791;0.0000000000;0.7083492775
DTLZ1;MyNSGAII;0.8257490732;0.7908442980;0.0005343034;0.0003496031;0.0231430054;0.0000000000;0.7839548865
DTLZ1;NSGAII;0.8257490732;0.7710602606;0.1740136095;0.0004418877;0.0360090901;0.0000000000;0.9904355854
DTLZ1;MyNSGAII;0.8257490732;0.7923564506;0.0006627250;0.0003362520;0.0246463959;0.0000000000;0.7432804141
DTLZ1;NSGAII;0.8257490732;0.7071646984;1.1794499235;0.0010232514;0.0828979325;0.0000000000;1.4579877385
DTLZ1;MyNSGAII;0.8257490732;0.7896682642;0.0017604231;0.0003502030;0.0244081994;0.0000000000;0.7940831000
DTLZ1;NSGAII;0.8257490732;0.7808792246;0.0065714859;0.0003894809;0.0314281286;0.0000000000;0.7844981129
DTLZ1;MyNSGAII;0.8257490732;0.7925449093;0.0004052113;0.0003544795;0.0227662886;0.0000000000;0.7721077598
DTLZ1;NSGAII;0.8257490732;0.7717119958;0.0513480261;0.0004458641;0.0360780188;0.0000000000;0.9477428788
DTLZ2;MyNSGAII;0.4678358365;0.4197672665;0.0005312569;0.0004445277;0.0201021322;0.0000000000;0.6925145063
DTLZ2;NSGAII;0.4678358365;0.4153707568;0.0011269367;0.0004452060;0.0211359384;0.0000000000;0.6568259266
DTLZ2;MyNSGAII;0.4678358365;0.4155929104;0.0005754630;0.0004484461;0.0207222246;0.0000000000;0.6625158664
DTLZ2;NSGAII;0.4678358365;0.4142695188;0.0030277861;0.0004594037;0.0221810740;0.0000000000;0.7321780238
DTLZ2;MyNSGAII;0.4678358365;0.4165616297;0.0006268175;0.0004691349;0.0204031189;0.0000000000;0.6934042952
DTLZ2;NSGAII;0.4678358365;0.4108348661;0.0017219062;0.0004558752;0.0226351878;0.0000000000;0.6909387568
DTLZ2;MyNSGAII;0.4678358365;0.4168355156;0.0009079464;0.0004413039;0.0202794815;0.0000000000;0.6783905518
DTLZ2;NSGAII;0.4678358365;0.4136817379;0.0019838470;0.0004932737;0.0224342452;0.0000000000;0.7380462225
DTLZ2;MyNSGAII;0.4678358365;0.4165120709;0.0006092210;0.0004611032;0.0214394719;0.0000000000;0.6975740760
DTLZ2;NSGAII;0.4678358365;0.4166911526;0.0012032404;0.0004322589;0.0224005978;0.0000000000;0.6636444008
DTLZ2;MyNSGAII;0.4678358365;0.4149631311;0.0006196174;0.0004887893;0.0213948148;0.0000000000;0.6991040463
DTLZ2;NSGAII;0.4678358365;0.4195419599;0.0021700891;0.0004446695;0.0216766659;0.0000000000;0.6694347376
DTLZ2;MyNSGAII;0.4678358365;0.4176592608;0.0006148552;0.0004536758;0.0201034360;0.0000000000;0.7170850321
DTLZ2;NSGAII;0.4678358365;0.4139145964;0.0015733048;0.0004545312;0.0227004093;0.0000000000;0.6751601522
DTLZ2;MyNSGAII;0.4678358365;0.4169100809;0.0005860297;0.0004312509;0.0201041066;0.0000000000;0.6491359023
DTLZ2;NSGAII;0.4678358365;0.4133841442;0.0033786208;0.0004584866;0.0238649117;0.0000000000;0.6768498029
DTLZ2;MyNSGAII;0.4678358365;0.4189531498;0.0005261181;0.0004508779;0.0199766387;0.0000000000;0.6895432167
DTLZ2;NSGAII;0.4678358365;0.4140050889;0.0008934615;0.0004422149;0.0217733669;0.0000000000;0.7223325226
DTLZ2;MyNSGAII;0.4678358365;0.4195446425;0.0005283276;0.0004364639;0.0196520659;0.0000000000;0.6495028216
DTLZ2;NSGAII;0.4678358365;0.4127841036;0.0015002081;0.0004578165;0.0221050218;0.0000000000;0.7348213050
DTLZ2;MyNSGAII;0.4678358365;0.4203449615;0.0005191972;0.0004280370;0.0190928401;0.0000000000;0.6766256600
DTLZ2;NSGAII;0.4678358365;0.4133665384;0.0038435090;0.0004611198;0.0227966008;0.0000000000;0.6968263707
DTLZ2;MyNSGAII;0.4678358365;0.4127895950;0.0012995267;0.0004629281;0.0211004748;0.0000000000;0.7213340915
DTLZ2;NSGAII;0.4678358365;0.4192267494;0.0018622751;0.0004432439;0.0206762150;0.0000000000;0.7070060090
DTLZ2;MyNSGAII;0.4678358365;0.4192602372;0.0005189547;0.0004487249;0.0200798050;0.0000000000;0.7306331665
DTLZ2;NSGAII;0.4678358365;0.4098897358;0.0029914067;0.0004469246;0.0225773833;0.0000000000;0.6483848135
DTLZ2;MyNSGAII;0.4678358365;0.4194337148;0.0006340348;0.0004527098;0.0201578463;0.0000000000;0.6767757271
DTLZ2;NSGAII;0.4678358365;0.4122751662;0.0014041358;0.0004546378;0.0223830847;0.0000000000;0.7697589740
DTLZ2;MyNSGAII;0.4678358365;0.4156258105;0.0006237494;0.0004493184;0.0203191187;0.0000000000;0.6578096818
DTLZ2;NSGAII;0.4678358365;0.4125029905;0.0033197453;0.0004591323;0.0237891823;0.0000000000;0.6761014467
DTLZ2;MyNSGAII;0.4678358365;0.4188489215;0.0006782387;0.0004177019;0.0203294392;0.0000000000;0.7033279388
DTLZ2;NSGAII;0.4678358365;0.4095940214;0.0014051226;0.0004411329;0.0233967183;0.0000000000;0.6809273922
DTLZ2;MyNSGAII;0.4678358365;0.4194586516;0.0005052875;0.0004554739;0.0194754023;0.0000000000;0.6644228719
DTLZ2;NSGAII;0.4678358365;0.4111680437;0.0026107251;0.0004492034;0.0229010262;0.0000000000;0.7054825121
DTLZ2;MyNSGAII;0.4678358365;0.4167544444;0.0005612251;0.0004575198;0.0202987312;0.0000000000;0.6773121120
DTLZ2;NSGAII;0.4678358365;0.4098895808;0.0011480377;0.0004495430;0.0229682402;0.0000000000;0.6876029290
DTLZ2;MyNSGAII;0.4678358365;0.4139205665;0.0005605356;0.0004425817;0.0205176188;0.0000000000;0.7294001600
DTLZ2;NSGAII;0.4678358365;0.4092067875;0.0014099445;0.0004339557;0.0222593225;0.0000000000;0.6821111883
DTLZ2;MyNSGAII;0.4678358365;0.4202966710;0.0005331179;0.0004838294;0.0206295332;0.0000000000;0.7052724149
DTLZ2;NSGAII;0.4678358365;0.4114919286;0.0011555093;0.0004694988;0.0223731455;0.0000000000;0.6470825907
DTLZ2;MyNSGAII;0.4678358365;0.4127139603;0.0005962995;0.0005210049;0.0222081263;0.0000000000;0.7445478654
DTLZ2;NSGAII;0.4678358365;0.4118954424;0.0017432400;0.0004719789;0.0235449256;0.0000000000;0.6927380138
DTLZ2;MyNSGAII;0.4678358365;0.4193305797;0.0005473863;0.0004427929;0.0198093276;0.0000000000;0.6619645759
DTLZ2;NSGAII;0.4678358365;0.4127812482;0.0008607517;0.0004266346;0.0217442189;0.0000000000;0.6427305982
DTLZ2;MyNSGAII;0.4678358365;0.4185606035;0.0005979026;0.0004334145;0.0203376769;0.0000000000;0.6857930395
DTLZ2;NSGAII;0.4678358365;0.4179661430;0.0017531558;0.0004395885;0.0225728754;0.0000000000;0.6572083044
DTLZ2;MyNSGAII;0.4678358365;0.4191399908;0.0005739766;0.0004308169;0.0203365321;0.0000000000;0.6731051345
DTLZ2;NSGAII;0.4678358365;0.4144726472;0.0013418134;0.0004246639;0.0225805318;0.0000000000;0.6416919107
DTLZ2;MyNSGAII;0.4678358365;0.4181337371;0.0005450555;0.0004296804;0.0201296427;0.0000000000;0.6898746622
DTLZ2;NSGAII;0.4678358365;0.4140823623;0.0009652260;0.0004491521;0.0226811099;0.0000000000;0.6542866804
DTLZ2;MyNSGAII;0.4678358365;0.4184850126;0.0006911036;0.0004343587;0.0197760968;0.0000000000;0.6382823446
DTLZ2;NSGAII;0.4678358365;0.4086475361;0.0013122061;0.0004778909;0.0233370229;0.0000000000;0.6243765224
DTLZ2;MyNSGAII;0.4678358365;0.4155412160;0.0005498045;0.0004642132;0.0206788748;0.0000000000;0.6782848983
DTLZ2;NSGAII;0.4678358365;0.4144655299;0.0018551439;0.0004417386;0.0224509914;0.0000000000;0.6408127500
DTLZ2;MyNSGAII;0.4678358365;0.4198886723;0.0007374625;0.0004349537;0.0198382433;0.0000000000;0.6717158485
DTLZ2;NSGAII;0.4678358365;0.4173004743;0.0011084982;0.0004298588;0.0211936740;0.0000000000;0.7128562002
DTLZ2;MyNSGAII;0.4678358365;0.4189269497;0.0005901988;0.0004267212;0.0198880184;0.0000000000;0.6675304682
DTLZ2;NSGAII;0.4678358365;0.4168314575;0.0036062150;0.0004537961;0.0216971357;0.0000000000;0.7226254357
DTLZ2;MyNSGAII;0.4678358365;0.4173186777;0.0005575080;0.0004438644;0.0207557071;0.0000000000;0.6966304458
DTLZ2;NSGAII;0.4678358365;0.4143506514;0.0014304865;0.0004454413;0.0225864223;0.0000000000;0.6635402215
DTLZ3;MyNSGAII;0.4641613500;0.3953959214;0.0008860504;0.0009362511;0.0300692673;0.0000000000;0.7497361243
DTLZ3;NSGAII;0.4641613500;0.0000000000;5.1603633238;0.1330109792;8.3897361175;0.0000000000;1.0497626105
DTLZ3;MyNSGAII;0.4641613500;0.1520343380;0.0138420675;0.0038429246;0.2057196732;0.0000000000;0.9227033922
DTLZ3;NSGAII;0.4641613500;0.0000000000;2.9538950746;0.0662435245;4.1659145111;0.0000000000;0.9341008325
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0655429569;0.0171308760;1.0818547833;0.0000000000;0.7087817408
DTLZ3;NSGAII;0.4641613500;0.0000000000;5.1697415840;0.0479893845;2.9855305515;0.0000000000;1.3467233780
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.1445213664;0.0189031839;1.1555053127;0.0000000000;1.1638228061
DTLZ3;NSGAII;0.4641613500;0.0000000000;1.8203099256;0.0659730510;4.1195235967;0.0000000000;0.9482540338
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.3089348177;0.0201670799;1.2189014436;0.0000000000;0.7909631237
DTLZ3;NSGAII;0.4641613500;0.0000000000;4.7479518262;0.0976792547;6.1510664297;0.0000000000;1.4170322434
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.2191188127;0.0123368863;0.6594645234;0.0000000000;1.0175671087
DTLZ3;NSGAII;0.4641613500;0.0000000000;4.2053077182;0.1092373775;6.9068939672;0.0000000000;1.3323559783
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.2393060537;0.0514488055;3.2522276452;0.0000000000;1.0078752875
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.4969331208;0.0946855225;5.9609476312;0.0000000000;1.1825298758
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0826886778;0.0124306451;0.6235669397;0.0000000000;1.0615570163
DTLZ3;NSGAII;0.4641613500;0.0000000000;5.1555120557;0.0796492653;5.0173998469;0.0000000000;1.3891365575
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.0650825255;0.0172029099;1.0744728233;0.0000000000;1.1259663622
DTLZ3;NSGAII;0.4641613500;0.0000000000;4.0516955713;0.1406148707;8.8807947614;0.0000000000;1.2083473747
DTLZ3;MyNSGAII;0.4641613500;0.0279353263;0.1753859588;0.0079419988;0.4245313084;0.0000000000;0.9326264765
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.9482259001;0.1295857483;8.1647008473;0.0000000000;1.3052541307
DTLZ3;MyNSGAII;0.4641613500;0.0949256785;0.0886449458;0.0044601504;0.1972949702;0.0000000000;1.1110027574
DTLZ3;NSGAII;0.4641613500;0.0000000000;3.8749501727;0.1221216225;7.6717502748;0.0000000000;1.0838164887
DTLZ3;MyNSGAII;0.4641613500;0.0000000000;0.2269610806;0.0287074832;1.7436836594;0.0000000000;0.9081051361
